"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"NOL6","4.905048","4.6410475","4.785709","5.348823","5.0880885","4.861896","7.602049","4.729693","5.007567","4.719662"
"EMILIN2","6.041772","6.304796","11.296807","11.264649","11.1885855","7.834895","5.71047","6.389201","6.052348","6.684229"
"TECPR1","8.635492","8.432996","8.491584","8.620134","8.409482","8.525424","5.050093","10.584744","9.0312765","7.514977"
"CYB5A","6.410802","7.3429075","9.308446","8.733303","11.085355","8.929405","6.357676","8.191691","5.765211","7.232297"
"PLPBP","9.19934","9.382166","9.840992","9.568326","10.1202005","9.409637","8.574296","8.796771","6.148693","7.648477"
"EMP1","3.798159","5.0989725","10.74287","11.354358","8.6372995","4.588127","7.749558","3.303775","2.817005","6.347223"
"DNAJC13","4.161544","4.4479565","4.949442","4.899412","5.060872","4.428028","6.446292","4.363028","7.3365855","8.431622"
"FAR2","3.792002","4.5317675","7.306299","6.532653","10.361732","6.53904","6.0090865","3.647989","6.578426","5.8963345"
"FZD2","5.676729","5.142454","6.851588","5.556665","6.066258","6.001765","5.3508875","5.593078","4.6097465","4.6951355"
"ATRX","7.644098","9.579088","7.090892","5.2520915","8.795986","7.2441","8.8232485","8.71755","9.319289","9.523679"
"MS4A6A","3.514173","3.4775535","9.966814","3.4053705","7.0659865","2.996455","3.181683","4.070155","3.0547315","2.991615"
"SNX9","10.017014","7.0852195","9.010816","9.28742","8.5414295","6.646519","11.574319","7.997366","6.0376715","8.7579035"
"SLC41A2","3.323933","3.3547515","7.58547","7.729323","8.773644","4.586736","6.388869","3.027801","3.1393295","4.9443"
"SNX2","7.675077","8.653443","11.370488","9.872419","10.620023","7.938188","9.2766685","8.059607","8.826691","10.822763"
"RSBN1","6.918039","8.201253","6.477586","5.950944","6.5472535","6.100761","8.5007565","7.083859","8.1983725","6.396873"
"RPL10","13.714783","13.5120315","13.495781","12.250375","12.642345","12.927944","12.9561535","13.836553","13.0209625","12.4633535"
"PDK1","6.356199","4.787781","4.279014","4.9568685","4.098477","4.723318","4.8535715","8.704228","5.2292045","4.7175575"
"ANKRD44","4.715683","6.243858","4.437528","5.0244185","4.8228385","6.20129","6.176065","5.679998","9.2908615","8.0154255"
"NAPA","5.643303","5.3238165","5.705821","5.910112","5.8141325","5.664896","6.656894","5.688587","6.9969215","6.5868545"
"NSUN6","7.850006","7.685765","5.873722","4.9928105","4.7468285","6.506897","5.5290395","10.088172","6.539558","5.364201"
"POLR3E","8.78804","7.6690985","6.499361","5.2235375","6.328807","8.078468","7.678552","9.095988","8.9051115","6.382107"
"CNST","6.204995","6.347116","4.777588","4.6145015","4.4217605","4.803696","10.2936295","6.859781","8.775076","8.276349"
"KCNQ5","3.869995","3.641979","3.502802","3.6107785","3.741316","3.638149","4.833675","3.780014","5.102614","6.1221255"
"MRPL20","6.337639","5.245309","5.074625","4.922153","5.5221235","6.01855","9.8456655","4.885663","8.611498","9.401329"
"RIPK2","6.665002","9.563587","9.189026","10.8693725","11.3674725","7.023598","7.76737","7.740541","7.546066","7.006317"
"TIAM1","6.216672","5.402322","6.371461","6.759596","7.119616","6.408036","9.4333425","5.715147","4.90021","4.904858"
"SELENOH","6.558143","5.6152835","5.323107","5.5305685","5.435419","6.081864","8.6311705","6.333282","8.0103905","8.244572"
"UBR3","6.822054","7.718407","8.258891","7.35102","8.2195985","6.603668","3.8062755","7.193658","6.409154","5.9097755"
"FBRSL1","4.750918","4.613157","5.181745","5.270638","4.7967405","5.515429","6.3070295","5.585156","4.9389785","5.2779855"
"KIR2DL4","5.159276","8.025019","5.164645","5.4010105","5.2412525","5.179078","5.5268795","5.011238","5.3836805","5.2017445"
"SMAD5","5.031892","7.003458","5.671618","5.5604505","5.737167","4.949846","4.412009","4.860938","6.6826395","6.6690695"
"FLT3LG","6.634033","5.8725","5.070951","5.996642","4.558975","7.208718","7.229532","8.227408","7.5829045","5.89577"
"KIAA0930","7.333345","8.3805835","11.543868","11.707","10.718882","7.67538","8.4603385","7.917962","8.004022","9.6201275"
"SQLE","7.432419","7.390034","10.570288","9.024705","10.101762","9.634908","6.465029","6.641501","5.196086","8.815786"
"BCAS4","5.989131","5.461605","3.459667","3.6306445","3.493465","4.49786","3.827043","8.328477","7.2487525","5.40188"
"LSM14A","7.877792","8.836268","7.974975","6.939492","7.7113715","8.359613","7.9445925","9.596834","9.2409445","8.604446"
"CHD9","5.124956","8.6146375","7.883035","6.57991","7.6941705","6.121156","5.9181855","6.678533","7.588444","8.077451"
"USP34","10.710938","9.259207","8.679905","8.7689075","8.0500255","8.301851","7.715188","10.697635","9.4157755","7.8677585"
"SP4","9.656427","10.094705","6.153734","7.281509","6.739321","9.052833","6.831398","10.261261","8.7064695","8.07711"
"AZIN1","9.863029","10.291264","10.035275","9.684693","10.047976","9.546666","8.985512","9.738149","7.66839","8.587682"
"PPP3R1","8.218554","8.473808","6.737113","6.3232605","8.4106075","5.32096","7.985838","5.809152","6.5306475","6.104068"
"SUGP2","8.031046","8.979278","8.770786","7.83597","8.569882","8.763951","6.4209685","9.032191","9.9136455","9.4367"
"RNMT","8.582336","7.8250655","8.693206","7.6235225","7.9539145","8.85395","10.361586","8.626998","9.877593","9.178859"
"USP6NL","5.186226","4.6610145","6.406978","6.702216","6.6473165","5.174253","5.128921","4.868999","3.387757","7.977951"
"FABP3","4.184405","3.988955","8.306894","7.57045","9.3644555","4.120095","4.708357","3.915922","5.095135","6.191283"
"NETO2","3.680847","3.4352175","7.581483","6.5374835","8.5858945","4.929889","9.656496","2.997302","2.9129995","7.66993"
"SYMPK","6.128469","6.0888025","7.244115","7.0440235","7.000349","6.527083","7.6151015","5.963477","7.0521285","8.294519"
"SUPT3H","4.646502","6.2631455","3.898579","4.2482655","3.7066125","3.985651","3.5195605","7.144821","7.365906","4.2591425"
"SEC11A","9.629954","11.5258355","11.943433","10.9694085","11.8317825","10.110371","9.8611975","10.256313","9.407244","12.2617815"
"SUB1","12.773855","12.481778","11.484427","11.638318","12.022769","11.487959","12.4281585","11.645972","12.153409","13.238387"
"HNRNPA1","8.639608","7.3142655","7.066912","4.649531","5.707554","7.724652","6.997446","7.453531","8.5391325","6.8096835"
"AK4","5.569956","5.6364415","7.765624","10.10378","9.4410865","7.733408","4.62803","4.86505","4.329379","8.23189"
"MRAS","6.200708","5.7197045","9.560101","10.447172","9.684496","5.703855","5.3503515","5.819285","4.383429","4.790183"
"CRK","7.333325","7.446636","9.065683","8.345534","9.4248975","7.10613","7.4892635","6.896129","6.521035","7.6146955"
"CD36","2.945182","3.2397035","8.672148","6.625712","5.9861065","3.073086","3.005261","5.076799","2.855143","2.864354"
"SS18","6.71086","7.2118345","7.735695","7.151697","7.601673","6.521837","8.031051","5.125439","7.0452775","9.5400605"
"SLC37A4","5.838696","5.5286255","6.697066","6.473856","5.6560065","6.823948","5.062284","6.046721","4.758379","5.4411695"
"PFKL","7.118512","6.9863165","8.653591","8.451705","8.125328","8.488717","7.0673425","7.403264","7.385835","6.8668565"
"WHAMMP2","4.615142","6.0749325","4.539061","4.250277","4.2323385","4.578958","6.625538","5.552871","6.852883","4.966159"
"UROD","7.190159","7.729916","9.333841","8.270656","9.390171","8.49505","6.2236285","7.660959","7.683878","8.371168"
"SEPT7P2","5.427113","5.34517","4.723901","4.210789","4.42774","4.597791","4.1760545","6.061279","7.188212","5.324083"
"THUMPD3","6.126734","8.154947","6.622194","6.476598","7.5251275","6.841226","10.2372235","5.804601","8.593447","10.2766025"
"SYNE1","8.134972","10.3697505","7.128538","5.5315935","5.6030195","7.917432","7.619209","9.340333","10.764369","7.6561515"
"RBM25","8.357885","9.236602","7.861741","7.5838875","8.7004335","7.940771","9.9702425","7.903547","10.2740485","9.3148385"
"ANTXR2","5.511991","5.304022","5.677682","6.643648","5.844346","5.272638","10.4755995","5.536638","6.4272855","6.66206"
"JAM3","4.633688","4.442341","4.567832","4.71208","4.602444","4.710902","6.4734935","4.666232","5.210254","6.2427565"
"CDK19","6.64995","7.887942","8.361912","7.8079745","8.0774845","6.195209","4.4234065","6.928025","5.703389","7.1699025"
"GPD1","3.858628","3.8131215","3.819068","3.8158685","3.576923","3.742907","5.429294","3.783068","5.2858995","4.851191"
"E2F1","6.100942","6.207694","6.080208","6.276806","6.1235265","7.932372","6.7248595","6.549948","6.3693745","7.9986595"
"MYH7","4.556816","4.4898905","4.753141","4.864875","5.0728915","4.938315","6.521389","4.703163","5.9399925","6.017193"
"RHOB","6.483424","7.5541895","7.641056","6.894296","7.8883375","3.952276","10.271047","5.021853","8.253557","9.3389525"
"CALHM6","4.428813","3.9974065","3.653146","7.2457085","3.929338","4.611579","3.9004915","3.614112","3.5703815","5.768879"
"P4HB","9.564675","10.8762215","12.112825","11.955196","12.075915","10.728751","9.1061315","10.038154","8.9035275","10.3847955"
"USP28","5.330671","7.102987","6.138543","5.5497335","6.0582525","6.095414","3.4175875","5.083618","7.609428","7.0542475"
"SIGLEC7","4.584952","9.046068","8.360433","8.1140925","8.357851","4.303915","4.434335","4.468946","3.969867","3.7280575"
"MGC12916","4.035079","4.78067","4.246266","4.7245165","4.2943215","5.094782","8.829535","4.389535","6.500133","4.699854"
"EPC1","5.844532","8.425865","5.070736","5.202667","6.8676115","4.782243","8.8826185","6.35805","8.8596515","7.4062065"
"SLCO4C1","3.924729","4.0448035","3.726046","3.5143675","3.287853","3.120946","3.197246","3.113342","6.922274","3.7891245"
"P2RY10","6.362228","5.669415","3.021107","3.325902","3.94139","4.563255","8.502659","6.279207","7.2500235","7.449411"
"FARP1","6.545826","5.4328535","9.049669","6.4163915","8.3508755","5.993269","7.352196","5.809544","6.5427895","6.521369"
"REXO1","5.038824","5.2729075","6.224604","6.5843295","5.5702825","6.254325","7.8417545","6.326241","8.788739","7.395554"
"GAK","7.832117","8.382634","8.696019","8.549089","8.3095595","7.945641","7.458048","8.117269","8.597317","7.325373"
"TRIQK","3.216197","4.5927115","7.378663","5.0958235","5.7407625","5.856386","3.1465795","3.837128","2.8923045","4.9761265"
"UBE2E1","10.233931","10.685471","11.150107","11.2401145","11.3774055","9.888461","9.7633815","9.926117","9.69031","11.5721585"
"RPS6","13.917181","13.728773","13.379356","12.140124","12.686821","12.950873","13.4886875","13.728877","13.340972","13.2744675"
"C5orf58","2.877425","2.8163695","3.014814","3.15454","2.893295","3.001584","6.405828","3.125082","6.299503","3.6832755"
"ARF3","7.299626","8.071303","9.481488","10.3043065","9.8100465","7.921271","6.5580455","6.959692","7.1991575","8.0639435"
"APOBEC3F","3.864713","5.079889","5.294483","6.0801305","5.4017975","5.205442","6.5374525","5.200344","6.329389","7.6672075"
"HMBOX1","3.612342","3.659396","5.479032","4.3244385","3.657515","3.82294","4.502206","3.71834","6.749287","7.2255715"
"FNBP4","5.090157","4.361613","3.80964","4.5060065","4.055908","3.676224","6.8198205","3.870894","8.2039985","7.2883515"
"CCT4","7.10981","5.9106385","6.588308","6.7548005","6.431243","6.235928","10.3759145","5.816321","8.0961175","8.6617155"
"MPHOSPH9","6.197548","6.3051185","5.029786","3.3128135","4.1561835","7.195942","4.271453","8.951119","8.3055515","6.508117"
"SEL1L","5.509294","7.20624","7.823267","8.6381725","8.5287465","6.032072","8.737205","6.160826","7.3988105","9.7464885"
"PHACTR1","5.089117","4.7016645","7.48646","5.2122335","7.9744025","5.066188","4.2539995","5.589419","4.2310315","9.370217"
"GOLGA7","9.677213","10.7806535","10.11814","9.947485","10.399238","9.454414","9.138565","10.669751","10.3955805","8.5574835"
"ZNF827","4.650078","5.240609","5.204235","5.266057","4.7547555","5.566846","7.1443045","5.514863","7.4051515","7.4242935"
"PER1","8.461999","8.219972","8.156231","7.589417","7.1010565","7.229996","6.328189","7.973358","8.615497","5.3019095"
"NCR3","6.21568","9.3815065","5.150188","5.8215385","5.202234","6.916979","5.6630195","6.846015","7.232522","5.5527785"
"CEP164","5.225389","5.136952","5.853165","5.5770685","5.2945465","5.47688","7.039367","5.580317","6.867712","6.5176345"
"SETBP1","4.396912","7.435428","3.947947","5.7451655","5.030013","5.683014","3.277276","4.262255","5.7514025","8.3238035"
"MPP6","5.344548","4.7944365","4.228703","3.979702","4.317619","6.557758","8.675622","5.26694","6.4571935","7.792263"
"FAM174B","4.018214","3.6633265","4.152898","4.317747","3.8188285","4.956288","6.8117345","4.284152","4.012255","3.833506"
"DCTN2","4.321322","4.943536","7.088742","5.0254765","4.973823","4.50606","4.3295765","4.793684","7.6086425","6.3822255"
"EIF1B","3.099406","2.782426","2.772143","2.682396","2.980193","2.582449","4.119877","2.715287","4.747717","3.698788"
"SMAD4","7.535686","7.734345","7.151829","5.836966","6.3029055","7.965943","7.7099815","9.571534","8.977236","8.08396"
"FOSL2","6.708356","9.3473055","7.549877","5.4754245","7.7822195","5.47046","11.103085","4.300954","10.9623495","5.133843"
"IL17RA","7.461211","7.2542115","9.120434","9.7068375","8.316344","7.085975","5.9141095","8.551363","7.883398","7.941494"
"TPP2","9.845148","9.5303035","8.984784","7.3775895","8.9562765","8.39734","8.3985195","10.141627","10.4668785","9.492435"
"COMMD5","5.711603","5.9500715","6.042958","6.2765535","6.023228","5.836507","6.844448","6.131505","6.5543455","7.3151235"
"SSBP4","6.538519","9.242476","8.099613","7.784537","7.676707","7.84715","6.2880735","7.482581","8.389402","4.9394435"
"EBF1","3.500387","3.4685415","3.407523","3.994585","3.713524","3.91243","3.637608","3.742686","3.520674","6.1937985"
"ZYX","7.345461","7.4959495","10.018326","10.4687025","8.0302305","7.361147","8.967217","7.62067","8.5338655","7.5010025"
"LPCAT3","4.93528","5.6455175","7.260255","6.7932785","7.329186","6.129765","7.0926185","5.550097","6.004672","6.4996445"
"ATRN","4.594245","7.1831085","8.342611","7.050029","7.8110525","5.729971","5.692677","6.324482","6.289925","5.563214"
"MYO5A","4.50442","7.4431035","8.90033","8.6415845","8.9510005","5.475804","6.109228","5.422713","7.07641","6.577639"
"TBC1D5","5.725334","6.0207665","7.214184","7.1771135","6.3291855","6.14076","5.2886795","5.953639","6.1124815","6.5130265"
"GTDC1","5.637762","5.736426","6.036188","5.88029","5.9925535","4.546792","8.5517055","4.387571","9.313054","8.3000385"
"SRGAP2","4.063121","4.586027","6.746702","6.2529325","7.313645","5.038472","4.8278365","4.462465","5.416789","6.154594"
"ENGASE","8.072748","7.916149","8.557793","6.8246375","7.748315","8.105018","5.401285","9.304323","8.314106","6.940535"
"ATP1B1","4.727821","5.224056","7.821685","11.56851","7.812511","5.861954","10.8981615","4.460447","5.76916","8.606137"
"GLIPR2","5.185831","9.1986075","9.200576","10.2359495","9.8760395","6.138194","6.9214115","6.264371","8.7922465","7.6256195"
"ANP32B","11.901609","11.6400615","11.654714","10.8421555","10.8187105","11.990619","11.2166075","12.597458","11.288175","12.7967325"
"F11R","6.530079","7.3628815","8.540069","8.4803325","9.73621","6.685342","6.2226455","6.107648","6.1207605","6.7595205"
"KDELR1","5.746372","5.969391","7.928414","8.11819","7.4026235","5.285833","7.5823925","4.64686","7.7605375","7.8255015"
"MIAT","4.137535","6.065203","3.79347","4.2501045","3.6858215","4.583721","4.7769745","5.86684","9.2021545","5.646185"
"ZFP36L2","11.653282","13.1068275","12.090648","10.4042045","10.711334","10.494718","9.671692","12.735041","12.6962825","9.847249"
"JAK3","6.748107","5.888183","5.684639","6.3229495","6.048025","6.050514","7.0740595","6.208722","9.1853915","6.456954"
"LINC01061","5.276994","5.8901935","4.725653","5.1348955","5.103823","4.721856","5.9925845","4.93683","9.134069","7.7292805"
"SRSF6","11.387987","10.946855","9.970181","7.865974","8.6547145","9.771165","10.1701415","11.303143","10.3704985","8.95456"
"ALDH3A2","6.358654","8.105451","9.56319","10.183061","10.136801","8.089525","6.208218","8.144612","7.010457","8.2606285"
"ACAP2","9.017662","10.1406775","9.69771","9.4539515","9.729465","8.348741","6.2145735","9.839366","9.000962","7.827335"
"PCM1","6.158972","6.3843305","6.562542","6.7060585","6.997026","6.256615","8.295561","6.016468","9.1709995","8.635936"
"ELOVL1","6.84629","8.7525315","9.418261","9.0296955","9.6328405","8.045425","7.5360195","7.338934","7.774774","7.2541815"
"RAB27B","3.810908","4.995238","3.816534","3.8550715","3.60157","3.960053","5.0058485","3.897825","6.39252","4.495126"
"TNFAIP2","4.558597","4.3458345","6.17967","6.9432395","5.9332115","5.250367","4.2901005","5.193833","3.8183025","3.797329"
"SLC6A17","7.020779","5.954365","6.322734","6.3848585","6.035455","6.962217","5.87171","6.548329","5.2836455","5.4342515"
"NIN","5.849847","6.3049155","5.174398","4.8172965","4.8887515","5.464317","5.866616","5.474443","8.3661685","7.8954175"
"VAV2","6.466493","5.724535","6.202233","6.295618","6.6805405","5.596988","5.2295545","5.729662","4.1122175","4.638951"
"PNISR","11.01142","9.2130345","8.901443","6.182722","7.616499","9.095483","8.538927","11.437427","10.0496395","7.8928895"
"NANS","4.718679","4.732127","4.670514","4.596863","4.4147345","4.682375","6.331765","4.846546","6.9354835","6.2232855"
"DPP8","8.938591","10.123815","10.182934","9.0428875","9.8472665","9.176286","7.2254875","10.486128","8.4988325","8.111456"
"SNX8","6.483246","5.7277805","8.810019","7.8812155","8.7273625","7.088389","7.043567","6.064768","5.966557","8.200617"
"AGFG1","8.383178","7.498199","8.8614","8.952536","9.6535575","9.110641","8.0109825","7.366562","6.578503","7.0668275"
"BACH1","7.583883","8.9759615","9.621464","9.0935035","9.299745","6.555065","8.613144","7.533013","6.365843","6.6753065"
"TAF4B","9.016909","5.074171","5.923654","4.3441435","5.224937","8.357372","7.838832","8.455145","5.051952","6.7830255"
"TGOLN2","6.221591","8.347386","8.219266","8.825072","8.9192715","6.531931","7.460594","8.496921","7.5060635","7.0726325"
"FAM13A","5.285926","6.624168","7.591171","5.7461125","8.0222625","9.443017","3.55689","5.640569","7.1632695","3.421837"
"NFX1","5.70591","4.843091","6.410177","6.452646","5.631767","6.176703","7.594824","5.553491","6.5272215","8.64089"
"CDK13","4.626675","4.3916555","5.046607","5.150936","5.022507","5.357693","6.5502375","5.157609","5.8430225","5.425819"
"KXD1","5.748446","5.109574","5.572198","5.388997","4.62961","5.123084","6.1941405","5.133343","7.033429","7.0100695"
"FAM117B","9.922123","7.1530265","6.08159","3.735761","5.138368","9.028141","4.741523","9.996435","6.9405325","6.9600025"
"ZFHX3","3.291054","3.402355","3.798956","3.926896","3.483053","3.555612","5.011447","3.582842","4.295417","4.564124"
"KLF3","9.812474","10.495547","8.707149","7.7879915","8.54093","7.785643","9.116289","10.483813","9.8694165","6.280927"
"LRRC8C","8.893781","7.725223","6.533179","6.819541","6.865904","8.291728","9.8898925","8.809928","9.124072","6.70474"
"HLA-G","13.20932","13.2765025","12.536405","13.6156965","12.6395865","11.477191","12.353113","12.265093","12.169682","11.126198"
"API5","5.746156","5.918258","7.293805","6.8888875","6.348942","6.408641","9.099799","4.909926","7.8131165","9.339769"
"ALOX5","3.826825","5.6934195","10.72116","8.940599","9.2749815","5.605199","3.2856965","6.764187","3.391341","8.6559855"
"UTP23","9.488739","9.077011","8.146997","7.2683665","8.1582135","8.498046","7.146135","9.051422","6.306406","6.2787775"
"SBNO2","5.312928","5.4066785","7.014316","7.8552595","5.6371145","5.961384","7.8784515","5.764489","7.2390235","7.149285"
"SNAP23","9.475677","10.2608885","10.750015","10.614392","10.8153885","9.151276","6.72145","9.806744","9.1083245","9.0206875"
"LAIR1","5.752457","7.5928565","8.458738","8.0814315","6.902597","6.026525","5.2168355","6.518743","5.8111715","5.6539935"
"ACSL3","7.128231","8.487742","9.993054","7.4558265","9.6926635","7.459519","6.0214155","8.20632","6.6335625","7.254794"
"BMPR2","6.099378","7.4670245","6.637282","6.3328485","8.1006555","4.499582","4.4239695","5.900574","5.9389885","4.8871495"
"RPS17","13.950989","13.7365585","13.508173","12.477796","13.413703","12.642235","13.380574","13.674342","13.2381195","13.74423"
"ARF6","9.038272","10.2196865","8.646538","8.9749145","8.6795055","8.304731","11.6196035","7.494267","10.5565165","9.3372595"
"CD46","6.434203","6.9039995","9.281826","9.3309815","7.81199","6.337455","9.591186","6.839583","9.8673975","10.3685355"
"PRKAG2","6.003656","7.2811025","7.427909","7.3068985","8.607793","5.932447","7.657716","6.151165","7.015904","7.0759365"
"ERVH-6","4.188082","3.562042","4.368673","4.5558285","3.682392","5.061853","5.2624675","5.147598","4.306538","4.2332055"
"PAIP1","8.482175","8.692909","9.311635","8.7844815","9.874753","8.151217","8.792182","7.091498","8.0195925","8.945828"
"GMDS","3.424646","5.686143","6.124486","5.3716205","5.364206","8.76873","4.671282","6.808815","6.9340885","9.0849185"
"FGFR1OP","6.848802","7.374835","6.889784","5.986445","6.964019","7.225948","7.78727","7.817249","9.515389","9.303621"
"AGAP3","4.142453","4.761682","6.603305","6.022918","5.515613","4.227389","4.9764775","4.317736","4.9615895","4.476169"
"EP400","8.954959","8.0006935","8.353188","7.1020465","7.693093","7.861993","5.1883315","8.741749","7.0552695","6.794919"
"ASB1","4.973935","4.633722","4.878895","5.374476","4.7380405","5.138521","8.2412075","4.947674","6.246256","6.2083375"
"ALDH3B1","4.964996","5.364641","8.436102","8.593776","7.6631765","5.621644","5.5487175","5.542517","4.319856","5.2106445"
"HUWE1","14.287092","14.205632","14.064242","13.746214","13.996558","13.250602","14.21417","14.103888","14.154702","14.2283545"
"SH3BP2","4.310565","5.3962665","4.876435","6.224148","3.876436","3.618351","4.633986","3.633172","8.908739","7.3202645"
"FAM238B","6.26181","6.1061635","6.714892","6.640038","6.18151","6.242971","8.0265865","6.62008","8.092629","6.9391415"
"EYA3","4.294074","5.992315","4.247802","4.5681605","4.357063","4.63365","6.3652215","4.707653","6.0941725","7.306939"
"NEAT1","12.321676","11.122231","12.678572","10.501396","10.69281","10.762681","9.6063055","11.569126","11.2563355","10.833224"
"IWS1","3.39262","4.548331","3.489444","3.7954295","3.236395","2.62365","4.9193905","2.947807","7.2253565","6.99001"
"EHD4","5.587291","6.360206","9.329562","8.8038925","10.087542","7.285342","8.907671","6.149342","7.447081","8.2389545"
"LETM1","7.416188","7.545282","7.282386","7.22727","7.700563","7.907832","9.0873975","6.969316","9.2126145","9.514126"
"SMCR8","6.773419","6.9245175","8.013636","7.9305765","7.0953315","6.395112","6.437247","6.95547","5.871019","5.7487045"
"SAMD4B","6.851101","6.4361735","6.915032","6.7926965","6.462733","6.37538","7.782097","6.549413","7.263911","7.8027925"
"CLN6","6.94478","6.1446915","8.118994","7.2407695","6.6328445","7.465531","10.0398335","6.190279","7.0379135","9.7526965"
"RAB7B","4.309385","4.3271115","7.036025","8.4051915","7.471102","4.693635","4.2029555","4.523335","3.905854","4.078214"
"AGPAT3","4.746895","5.2003655","5.783965","6.9815555","6.222608","6.171438","7.975651","5.36901","7.272165","7.68646"
"SNX24","4.980484","5.7067635","8.639778","7.4056595","7.1207","5.056166","5.34","5.477207","6.1329625","6.307328"
"POC1A","5.942303","5.2045175","6.092564","6.186946","6.0641245","7.268123","4.357109","5.506416","4.1103445","7.160845"
"DICER1","4.087672","3.9419155","4.029457","4.056223","3.8667135","4.214899","5.4990445","4.051437","5.7893365","5.1922315"
"ZMYM2","7.346029","6.754781","7.167351","5.7197265","6.3608115","6.818243","4.049001","7.593316","6.3144675","5.6519945"
"SKP2","4.156354","6.4638855","4.177419","4.1483525","4.312862","7.632012","5.903142","6.366835","6.219681","7.1133315"
"SEPT7","11.514917","12.193266","11.158984","11.0406505","11.396726","10.743299","9.60584","11.841966","10.493096","9.6912285"
"ATM","8.141777","5.378406","4.845552","4.7653505","4.6426575","4.677214","4.6206625","6.199712","5.5643815","4.870756"
"NUMA1","6.152441","5.9521415","4.938553","5.021571","4.733431","5.607758","5.6956615","6.901138","8.7814885","7.3795585"
"TM2D1","10.103609","9.8103135","9.762443","9.4722025","10.604227","8.790804","6.9606925","9.774851","8.664022","8.770533"
"SAR1A","8.49764","8.709737","8.519718","9.4674575","9.481048","8.39782","10.8316575","6.616498","9.61791","11.028329"
"SCCPDH","5.087351","5.9934115","7.664151","6.8732765","8.4309855","6.929679","4.9126185","6.361821","5.51494","7.1467985"
"SRSF10","10.251395","9.7849365","9.119271","8.4777775","8.5934095","8.993149","10.9018475","8.603259","10.3330405","10.051353"
"USP22","3.864469","3.8025405","3.760481","3.6786305","3.8226225","3.913752","5.188593","3.974555","6.7832385","5.2301275"
"GPD2","4.598517","5.5118905","6.416428","8.104686","7.8906205","4.644745","6.319436","4.145265","6.7919915","7.6877885"
"RFC3","4.377125","4.837759","5.289251","4.639673","4.3892115","6.931083","7.2693365","4.098083","6.743955","9.349886"
"ARHGAP31","5.29395","5.6683815","8.386395","7.838965","7.132953","5.026811","5.649707","5.267754","6.36078","6.945351"
"DDX39B","11.398136","9.6538875","11.073376","10.3576615","8.1800285","10.968897","10.285808","11.231795","11.75518","10.9180425"
"HSD17B12","9.372882","9.324243","11.415562","11.234732","11.604303","9.764499","8.4610565","9.426003","7.4814425","10.1656435"
"DUSP10","5.094738","9.0195445","7.700015","8.6646485","8.314543","6.071517","9.6081665","5.448119","7.1579575","6.6840035"
"RPRD2","4.433375","6.011869","4.840941","4.333509","4.695163","4.33371","5.437195","5.344485","7.3396835","6.6076655"
"PPP6R2","9.249313","7.448426","6.645837","5.863169","6.1374015","6.652551","5.233956","8.094302","6.816462","5.9914945"
"RIT1","8.198374","9.4099065","8.278782","7.7766165","9.9986855","7.04038","7.1630295","7.427498","6.574761","4.760161"
"TUBB3","7.728158","8.505887","9.316267","9.4389995","9.710802","9.453707","10.364964","6.549852","9.3792225","10.115751"
"FAM199X","8.583624","9.9908515","8.111635","6.5919325","7.5727585","7.139569","5.989912","8.796399","7.706335","7.070596"
"BBIP1","6.503499","3.924991","3.525128","3.0093775","3.0055545","2.953939","4.025358","4.957275","7.4077115","3.422486"
"PPIL2","7.059202","7.3114595","7.393613","7.134505","7.075806","7.068063","6.474218","7.43262","8.612459","7.2156145"
"PHTF1","4.528172","6.370492","6.335167","5.967006","7.233388","4.858202","4.669001","3.830626","4.554946","6.783283"
"CRIPAK","6.199995","6.084358","7.510944","6.041979","5.9635345","6.018603","5.8465035","6.214431","6.497311","5.4977835"
"TUBB4B","9.520192","9.767496","10.68034","10.802636","10.706628","10.67196","10.546012","7.219203","9.6629645","11.065875"
"IMPAD1","6.683111","7.583608","7.52624","8.3839685","8.458822","7.326298","9.833098","5.100347","8.9180855","9.8573365"
"CIRBP","8.474042","9.983017","9.051238","8.5534985","8.6983445","9.076993","10.1358005","10.682736","11.0343975","9.8141875"
"TRIM8","7.888463","9.0460265","9.232228","8.5722635","9.596649","7.340273","7.103113","7.960603","9.858642","10.190848"
"MCM7","7.092101","7.847896","7.244496","5.9654235","6.390434","10.587069","5.9453375","7.682985","6.6142015","7.659958"
"SNX19","4.225399","5.1318615","4.868829","5.432752","4.69596","4.171012","7.3912185","4.077449","6.88508","7.2733365"
"SEPT9","4.049583","6.628735","5.439078","5.91975","5.652862","5.545556","7.448995","5.970513","9.1252835","7.9984365"
"YWHAZ","10.224429","11.2820705","10.094855","11.3385745","11.3790525","8.159249","12.1479095","7.865803","12.018515","11.225471"
"SBF1","7.591519","8.4711855","8.142765","8.079452","7.5730245","7.37115","6.7285845","7.158491","7.171581","6.764571"
"HTATSF1","4.108799","5.944782","5.75974","5.5729875","5.6822815","5.191544","9.4251355","4.63776","8.2310965","9.978692"
"HDLBP","8.459319","8.1940655","10.648617","10.1110105","10.5338565","9.385872","7.617974","8.770837","7.363269","8.914287"
"M6PR","8.060616","9.307256","10.56962","11.1068565","10.6953325","8.394379","10.532394","8.046829","9.0425985","9.9024925"
"ZNF445","6.99111","6.6667825","6.463455","5.6454045","5.953089","7.258474","5.3642975","6.896514","5.360996","6.8841345"
