"MF_name","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell","memory_CD8T","B_memory"
"RBM6","8.412297","8.430445","8.590983","7.367806","8.36525","8.382784","7.576628","8.765286","8.986561","9.9263255"
"PYDC1","4.065696","4.0479925","4.758587","4.9011745","4.4017575","4.652839","5.8146255","4.711386","5.065199","5.2589435"
"WDR93","5.030124","4.2155235","4.979569","5.1830235","5.262835","5.056725","4.040967","5.019541","3.6144095","3.575042"
"LOC153684","7.394308","6.348422","7.625486","6.4131485","5.676084","5.567747","5.2167985","7.216108","5.834131","4.489496"
"IDO1","5.591996","5.5966475","5.160232","13.8628205","12.9970065","6.306876","4.8772655","5.276012","3.874263","4.2296965"
"TAOK3","7.274832","10.397976","9.68645","9.557004","9.8766115","8.762693","8.3930635","9.394534","10.339817","10.7296535"
"SNRK-AS1","4.687597","4.642481","4.29646","4.0140695","3.6717755","4.214759","5.1453375","5.504094","7.5932875","5.5142725"
"LINC02226","6.295454","5.116535","4.839066","5.2482755","5.125665","5.113215","4.5281825","5.120798","3.7436875","3.9776875"
"TECR","6.496713","4.993719","5.072235","3.9628765","3.960777","4.380936","3.752866","6.273","6.2247955","3.731583"
"ZBTB46-AS1","3.831323","4.0129785","4.120725","4.293317","4.0427805","3.934844","5.3929475","4.214258","5.0195325","5.3353585"
"CASC16","3.99626","3.752261","3.880002","4.083052","4.0306965","4.304393","3.447502","4.120771","2.7876285","2.9723735"
"LOC149373","5.61354","4.8448245","4.89178","5.268956","4.8481145","5.275618","4.445485","4.981062","3.762125","3.9963135"
"HCAR3","5.103822","5.07897","4.226959","11.485721","6.121828","5.416628","3.792804","4.506114","3.391318","3.459109"
"FAM19A1","3.972691","4.0200975","3.18762","3.6785325","3.4809315","3.384682","3.213379","5.894465","4.6577115","3.0750335"
"DAAM1","6.323336","7.395862","6.226316","4.832427","7.7157155","6.061381","5.2779325","6.107526","5.3273","7.382175"
"OR10D3","5.443649","4.560652","4.662785","4.7929865","4.5272885","4.818369","4.1351485","4.769435","3.60228","3.597426"
"PHF21B","3.154282","3.420008","3.724448","3.70035","4.2455185","3.678279","5.0383875","3.830912","4.517227","4.367633"
"KRTAP11-1","6.843329","5.9089905","4.995338","5.1359955","5.510988","5.125199","4.6992835","4.943045","3.9577825","4.3633075"
"GANC","4.176241","4.3379975","5.427246","4.9512365","6.4024305","4.671911","4.2003265","4.931723","4.4065875","5.643638"
"FAM204A","7.637154","9.250691","8.623708","8.178638","8.858297","8.41368","9.889154","8.808251","8.8811895","10.279238"
"LOC101927268","4.054432","4.7105815","3.484787","3.849491","3.650069","3.777575","3.9686745","6.061057","4.3673055","3.6899985"
"HAGLR","5.093044","4.1807635","4.198133","4.707552","4.147147","4.84688","3.6873495","4.378975","3.342437","3.0257545"
"DENND4C","7.417831","8.3019325","10.259602","8.5545985","9.0728965","5.817172","6.5110895","7.349779","6.8032045","5.783022"
"CAPNS1","8.364594","10.8239205","11.451306","11.4717885","10.164214","9.457406","9.4625705","8.866566","11.1477785","9.367984"
"HK3","5.300016","5.815734","8.871891","11.9690665","7.989785","5.834037","5.5614755","5.928569","4.741372","5.151672"
"FAM120C","5.181591","5.432528","5.83442","5.5763925","5.5590375","6.031023","7.084082","6.534746","7.808561","6.53709"
"SEPT12","5.273281","5.381196","5.672077","5.930457","5.7739295","6.126861","5.0677515","5.568593","4.3221885","4.5287215"
"ZNF658","3.661948","3.5734075","4.027729","3.275289","3.7706515","3.916972","3.6080355","5.40894","4.691411","6.462754"
"NKX2-1","3.962091","4.4161915","5.016059","5.3407425","4.638781","5.044379","6.4701645","5.282334","5.780261","5.716809"
"CHRNA4","3.666668","3.9576455","4.064611","4.158299","4.3567135","4.375144","5.2952015","4.118139","4.867429","4.631318"
"BST1","3.617673","3.940531","6.35438","6.4302215","5.460927","4.136134","4.839371","4.649621","3.8295185","3.944496"
"TESK1","6.821867","8.0677785","8.417159","8.2903095","8.164867","7.240701","7.1740695","6.839096","6.6824575","6.778611"
"M1AP","4.72999","4.2407125","4.594641","4.929395","3.9344675","4.715477","3.9456205","4.776056","3.088295","3.855204"
"PDCD7","6.308185","5.605527","5.688205","5.6514075","5.9918225","5.922794","7.265049","6.105853","7.0317785","7.233171"
"PFKFB4","6.286635","5.693431","8.591428","7.3109465","8.7125095","9.175447","4.5966395","6.442175","4.399885","7.2338995"
"CCL7","3.715499","3.5598655","4.890667","8.483124","4.881204","4.002394","3.7246455","3.801531","3.30026","3.3550055"
"PAQR4","6.132452","6.2207555","7.124247","6.98291","6.933982","7.817297","6.4227765","6.140079","5.7299915","8.531149"
"MYH7B","4.451666","4.5184445","4.818409","4.91865","4.668027","4.774272","6.1998775","4.824485","5.5401665","5.7931335"
"E2F6","7.454341","6.2361845","7.897","7.476606","7.5910175","7.592312","8.1620415","5.642075","5.0265535","5.844612"
"PGAP1","3.959483","3.705751","3.355135","4.0462465","3.3324455","4.109766","6.963961","4.378222","5.497532","4.2839435"
"USP49","4.847632","3.8813935","3.235364","3.4266795","3.25953","3.727046","2.820745","3.635529","2.834224","2.595246"
"TOMM40","8.127463","7.2932325","8.642705","8.969468","7.9172085","8.638674","10.364796","7.753867","8.367961","10.396862"
"EIPR1","6.633022","7.828545","7.415618","7.5836045","7.9008325","8.520042","5.643096","8.050078","6.301069","6.937987"
"LOC339803","4.117055","4.3254025","5.659682","4.8944005","5.617387","4.618982","3.17112","4.005589","3.3001005","6.178706"
"MBOAT2","6.107566","5.630558","5.536058","5.819553","5.679362","6.391622","4.462704","5.649678","4.397057","4.15606"
"ZBTB34","6.72307","7.4921295","8.416393","6.473179","8.3674305","6.773432","5.4335475","6.61293","5.8746325","6.2426285"
"DDX49","5.96065","6.8662495","6.39787","6.2670865","6.5018475","7.257679","8.3020435","5.907899","7.7253785","8.3460685"
"SMAD6","5.331454","5.2896435","5.752105","5.9803445","5.3824165","5.727747","7.0802095","5.607637","6.205985","6.6559235"
"PRAM1","3.575134","4.60032","8.79083","8.083075","6.9705295","4.815542","5.595746","5.889246","4.625106","5.2169375"
"MRPS18A","7.229871","7.7995015","7.295915","7.608881","8.2884695","8.291343","9.103322","6.662783","7.9244675","8.8754835"
"LOC100505501","5.620959","8.584333","3.39331","3.8255885","3.8358755","5.775528","6.895318","4.045867","5.9025305","6.1701985"
"EFCAB11","4.521281","5.5881205","6.533502","5.7898715","6.989885","6.904729","4.1359035","4.366754","3.6273905","7.6875535"
"DDC","4.812735","4.9620905","4.988931","5.123155","5.038656","5.102766","6.0315185","5.200167","5.630991","5.908679"
"ZBTB8OS","7.623939","9.0959175","9.388016","8.45356","9.6475115","8.169436","8.1472225","7.679395","8.2631135","10.542615"
"FNDC10","5.412756","5.535116","6.826121","6.9859695","6.080465","6.639028","5.6313805","6.289156","5.440725","5.2276305"
"APTX","6.512614","6.6789685","7.164217","7.1534695","7.097493","7.661829","9.0898055","7.049988","7.5557085","8.53027"
"SLC2A6","4.900398","6.4779865","7.570319","9.0536615","10.8627395","5.753997","6.8082095","6.273168","6.7249785","7.728965"
"ADAMTS9","5.23587","4.4360435","3.97918","4.1533295","3.94111","4.172857","3.375993","4.161663","3.200219","3.1227705"
"FBXL16","3.745005","3.8546835","4.20957","4.26567","4.166155","4.592725","5.6354585","4.281601","4.775579","4.4523395"
"NIFK","10.850744","9.974608","9.17953","8.6570975","9.087871","9.497676","11.8792325","8.699197","9.504547","10.9734995"
"GAS6","4.594078","4.1651425","8.157699","6.381215","8.2874065","5.134905","6.607376","5.021478","5.900334","6.736963"
"TMEM9","6.215255","7.5178125","5.679201","6.3561","6.6381035","7.844362","5.7933355","7.934195","6.845412","8.4619065"
"ADGRA2","4.115218","4.185825","4.007049","4.3924235","3.887564","3.997134","5.141435","3.8258","5.10674","5.425508"
"EP300","8.405238","8.4023325","7.893279","7.8349585","8.238026","6.358367","8.201451","6.973945","10.181178","9.1497645"
"MS4A5","5.343931","4.0437265","4.246604","4.1825525","4.3080495","4.324088","3.4625495","4.439317","3.068639","3.1415615"
"MAPKBP1","6.480369","6.8947475","6.669685","6.2807705","7.503461","6.643886","5.2586695","7.203016","5.9015115","5.4461805"
"CUL7","7.202723","6.656151","7.499936","7.372033","6.8638765","7.661459","5.982945","7.033516","6.483776","6.436614"
"PIMREG","4.980587","4.672781","4.67978","5.069209","4.535925","6.244719","4.2202435","4.741922","4.037319","4.927051"
"ATG3","10.089706","10.0529525","10.774451","11.0344775","10.5918915","9.44182","9.5647165","9.331614","8.5851065","9.4742895"
"PLA2G15","4.431915","5.103789","8.76915","8.1761935","7.039133","5.817515","6.0498075","5.777583","6.2331565","5.396158"
"RNASEL","7.667396","6.4848395","8.101958","8.16586","8.410006","6.217977","4.246018","7.265212","5.7318935","6.7029005"
"CENPH","5.566029","6.6701125","6.050102","6.3996715","6.0176595","9.299327","5.4334875","6.268447","6.372949","9.3339395"
"STARD3","6.769808","6.93947","7.380433","7.366302","7.107746","6.539298","6.5756245","6.287822","6.073251","5.6196845"
"FSBP","5.568769","5.183317","3.563522","3.8063575","3.7780395","5.3755","3.5553185","6.651658","4.0477765","5.1445155"
"MTRF1","5.605629","6.732781","7.159313","6.2875415","6.8263125","6.93289","5.763136","8.472531","7.8763","8.7997915"
"CPT1B","7.72153","7.297393","6.454523","7.347591","7.208538","7.680914","6.355441","8.547372","10.344129","9.6579275"
"SHROOM2","5.411127","3.9792575","3.791345","3.947264","3.8209335","4.085992","3.140452","3.749388","2.730349","2.902918"
"LOC105370629","5.104075","3.7540015","3.165596","3.6816325","3.437186","3.448103","2.9739205","3.416409","2.8759325","2.7883975"
"EFCAB6","4.461586","4.3434565","4.629563","4.952311","4.3880725","4.670133","6.3331215","4.766857","5.44809","5.843464"
"TNNT2","4.524446","4.7735585","5.132023","5.4096875","5.1446525","5.39496","6.4421075","5.218509","5.031837","5.488629"
"LMO3","4.515141","4.3458185","4.369466","4.8412625","4.2275225","4.971337","3.775217","4.391007","3.3361085","3.60168"
"LMAN2L","7.254631","6.962764","8.475246","7.925371","8.9257525","7.369666","6.174283","7.705801","6.3419115","8.2441125"
"CCDC18-AS1","10.26921","8.804043","8.601326","7.6256895","7.49805","8.453413","5.5770325","10.60367","8.471452","7.298728"
"SUSD4","5.193242","4.695114","4.66378","5.2225935","4.709297","5.178882","4.2361815","5.56736","3.686696","3.6064955"
"VAMP4","5.559758","6.8860115","6.772062","6.985139","7.1495115","6.122715","8.5675775","5.405196","7.427234","7.799339"
"ORC6","8.443931","7.7926535","7.263692","7.166791","8.0386745","9.241741","6.206068","7.22929","7.4318115","9.859261"
"C17orf64","4.130035","4.021933","4.156679","4.428112","4.6028095","4.00519","6.0921615","4.262501","5.151666","5.543442"
"TRAIP","4.909098","5.017775","5.080001","5.2091495","4.8013285","6.443264","5.805985","5.191888","5.331984","6.473642"
"RAB6C","9.446703","10.928537","10.719559","10.1666015","10.9433105","9.261402","10.656187","9.758864","11.036641","10.7757185"
"CHD5","5.242128","5.1287605","5.292112","5.6374785","5.5060765","5.178682","6.5231565","5.504082","5.8878205","6.1946805"
"AREL1","4.162612","5.162223","3.623936","3.891064","3.733687","3.578437","5.415899","4.039327","6.6052465","3.779028"
"TCEAL1","6.554208","8.17641","7.890461","7.283669","8.2952055","7.39667","4.9324975","7.442447","5.210766","6.8623925"
"C1QBP","11.232885","9.832913","9.4456","9.0884365","9.8196965","11.181325","12.275218","9.858989","9.4143905","11.451089"
"BMP15","4.847789","4.2543015","3.780633","4.285588","4.07354","3.976129","3.4944015","3.909444","2.943356","2.7708215"
"COL26A1","5.5967","4.936664","6.306547","6.5478535","5.3156265","6.994829","6.8472715","6.378622","5.8225055","6.0490905"
"ZNF513","5.832292","6.744089","7.440977","6.7130215","6.866652","5.904081","6.3265235","6.329449","6.005584","5.261482"
"NAIP","6.355505","6.1304285","6.595948","5.8177845","5.307736","4.943178","3.69361","6.064675","8.262749","5.1658035"
"SNIP1","6.384136","7.1132065","6.596505","6.8277975","6.391551","6.902612","7.519661","5.663631","7.392252","8.1013275"
"UGCG","8.542066","8.6754855","10.966257","9.9107375","10.870032","8.110337","10.198456","8.07345","9.092777","10.1668845"
"USP6","8.371804","7.648238","7.708419","7.475926","7.4918595","7.246465","5.7309905","7.944234","7.370067","6.637145"
"STOX2","5.186315","4.595854","4.629878","4.917603","5.018872","5.017393","6.203428","4.970385","5.523407","5.3332525"
"NGDN","9.050374","9.418589","8.54279","7.8471155","8.411109","8.867879","10.1545105","8.666461","9.4575495","9.285459"
"CHODL","5.185674","4.4793335","3.9373","4.293998","4.006359","4.440959","3.201083","4.566085","3.177376","3.297235"
"SLC9A6","7.754741","8.6719325","9.610596","9.371316","9.6613125","7.907777","6.4074575","8.455721","8.2649195","7.5096675"
"CYP2A13","4.657913","4.9395825","5.315466","5.5771285","5.140103","6.321176","5.338147","5.415696","4.511661","4.747835"
"POLR3GL","9.308546","10.4420015","8.395444","7.872288","8.446941","8.634738","6.3707815","9.995804","9.0874785","9.2793855"
"ARF4","10.355213","9.434439","9.956725","9.7849585","10.3876975","8.34602","10.188108","6.148537","7.887438","10.6154565"
"LOC646522","5.353132","4.56784","4.645049","5.106038","4.2312555","4.931836","4.33847","5.442703","4.0711795","3.850406"
"CFAP100","4.011243","4.243903","4.530123","4.793092","4.76992","4.457552","5.7944355","4.523796","5.892478","5.540054"
"LINC01365","4.891622","4.1485555","4.090281","4.428825","4.0399765","4.363467","3.549768","4.192981","3.2410335","3.012867"
"MARCH5","8.117183","7.9247565","8.511346","8.4065205","9.2580165","8.3213","7.9000745","7.558029","6.6982345","7.3388425"
"MTMR12","4.657713","6.418303","5.278781","5.657376","5.3062955","5.414137","6.8698985","5.81156","7.288186","7.4031375"
"UBD","4.188297","3.9481105","4.238886","8.422246","9.4810305","4.803068","3.8675575","3.97589","3.2900785","3.4948865"
"KIAA0355","8.549972","7.3893845","7.063001","6.0087875","6.989127","7.825831","5.4747765","9.5258","7.750784","7.41716"
"GNPAT","8.402307","8.749222","9.796821","9.055599","9.8710795","9.449381","7.2617095","8.998896","7.7431745","9.0388535"
"DHDDS","7.387104","7.3869575","7.990742","7.8086675","8.268705","7.482535","7.453446","7.199115","7.6509525","9.538463"
"CRAT","4.585975","6.614717","6.871607","7.1679685","7.7053365","6.082416","4.628363","6.270808","5.704159","5.798502"
"ZNF204P","4.192729","3.414172","2.953528","3.020004","2.917845","3.471395","2.9651995","5.94181","4.419817","3.0253985"
"PHLDB3","4.507862","4.416703","4.984587","5.3163665","4.810281","5.083449","6.5614035","5.070961","5.400821","5.422847"
"CLCN6","6.065983","6.226089","7.94692","6.7004545","7.6076475","7.136141","5.2442725","6.606789","7.1488915","7.852342"
"TIMM17A","2.523457","2.555592","2.527544","2.50718","2.5309525","2.58898","3.3103735","2.439839","4.9609365","3.3770255"
"LINC00954","4.383011","3.901206","3.437852","3.1343145","3.2254295","3.80733","3.921286","5.706883","5.3412245","3.8325465"
"BCKDHA","7.558619","8.1648955","8.867244","8.723887","8.1862005","8.918742","6.6430885","8.824641","7.177781","6.5495395"
"MYH13","4.282659","4.3891605","4.737543","5.085891","4.6894445","4.718493","6.246767","4.819954","4.849677","5.2201025"
"CSAG3","3.589394","3.998019","4.443538","4.495288","4.021095","4.795984","5.470023","4.710673","4.9260305","4.898638"
"GALK1","5.301214","4.8755115","5.154577","5.582184","4.864989","5.578195","6.148916","5.060797","7.04763","7.2859255"
"RRN3P1","8.524255","5.8355725","8.47859","6.445998","7.0059115","5.520401","4.9668725","8.248661","6.0114645","4.6483735"
"CDX1","6.445945","6.4090805","6.612454","7.0228995","6.5387485","6.891504","6.1657135","6.71766","5.151826","5.2220355"
"SLC25A46","7.700672","8.41458","8.34968","6.9188235","8.5545285","7.999119","4.85714","8.996283","6.2547615","7.1724845"
"NRG1","5.418392","5.643353","6.261625","6.549201","5.5712275","6.69641","7.477243","6.591104","6.195655","6.476313"
"CELF6","5.092627","5.1899455","7.889862","4.5026425","5.117442","3.934183","3.915949","5.033682","4.7384785","4.5791415"
"ZDHHC2","9.230444","10.14744","9.048547","6.9940475","8.669471","7.486695","5.7093","9.294185","7.9144355","7.146494"
"ADAM23","6.173811","5.5927295","5.909792","6.072449","5.957648","6.063611","5.0566455","5.737101","4.914319","4.6518985"
"FASTKD2","6.507723","5.9302175","4.52002","3.8274295","3.872057","4.857319","3.9321705","7.40602","5.355852","3.865791"
"TBCC","8.766744","9.8293835","8.688799","8.3383445","8.9465","8.018071","7.4897175","8.998379","7.746524","6.305735"
"SLC25A11","5.839131","7.736702","8.595481","8.447132","8.2478095","8.249818","6.9448705","6.3583","6.292785","6.306236"
"RNF214","6.356202","6.3218925","7.048494","6.6845075","6.918151","6.635083","4.499653","6.658396","6.465067","6.726444"
"ZNF205","5.00464","5.333799","6.462793","6.5357705","6.881914","6.421181","7.5199085","6.123771","6.5724025","6.8707845"
"MARC2","5.301123","5.5232315","5.485075","6.0795385","5.715292","5.436299","4.672258","5.482387","4.5221995","8.6427885"
"RAN","11.411643","10.9531395","11.298252","10.9497595","11.2650545","12.198769","12.4262005","11.196649","9.799106","12.162023"
"SIAE","5.423599","4.957691","7.586318","7.1631825","8.467321","6.592473","5.102532","6.275947","5.0840765","6.6149445"
"LINC01141","4.67392","4.4501215","4.347073","4.6506585","4.6826985","4.628262","4.1449195","4.393901","3.3210725","3.66129"
"SLC14A2","4.79909","4.6857635","4.678169","5.0039835","4.667788","4.993064","4.466185","4.902754","3.5441075","3.7097805"
